C3.E-4.C5;0.25 F3.G3;0.25 D4;0.25 E-3.G3.E-4;0.25 C4.E-4;0.25 G3;0.25 F3.D4.E-4;0.25 rest;0.25
G#2.B-4;0.25 C3.E-4.F4;0.25 rest;0.25 D3.F3.F4;0.25 D4;0.25 D3.E-4.F4;0.25 C3.D3;0.25 F4;0.25
G#2.F4.B-4;0.25 rest;0.25 C3.E-4.F4;0.25 rest;0.25 F3.D4;0.25 D3.E-4.F4;0.25 C3.D3;0.25 F4;0.25
G2.E-3.B-4;0.25 F4.G4;0.25 D3.E-3;0.25 E-4.G4;0.25 G3;0.25 E-3.G4;0.25 D3.F4.G4;0.25 rest;0.25
G2.G4.B-4;0.25 E-3;0.25 D3.F4.G4;0.25 E-3.G3;0.25 E-4;0.25 E-3.F4.G4;0.25 D3.E-3;0.25 G4;0.25
C3.G4.G#4;0.25 D3.E-3;0.25 F4;0.25 E-3.G4;0.25 E-3.G#3.E-4;0.25 G4;0.25 D3.F4.G4;0.25 E-3;0.25
C3.G#4;0.25 D3.F4.G4;0.25 rest;0.25 E-3.G4;0.25 G#3.E-4;0.25 E-3.G4;0.25 D3.F4.G4;0.25 rest;0.25
D3.F3.G#4;0.25 C4.D4;0.25 E-3.F3;0.25 B-3.D4;0.25 G#3;0.25 E-3.C4.D4;0.25 rest;0.25 F3.D4;0.25
D3.G#4;0.25 F3.C4.D4;0.25 E-3;0.25 F3.D4;0.25 F3.B-3.D4;0.25 rest;0.25 E-3.C4.D4;0.25 rest;0.25
E-3.B-3.G4;0.25 rest;0.25 F3.G#3.B-3;0.25 G3.G#3;0.25 B-3.E-4;0.25 F3.G3;0.25 G#3.B-3;0.25 G3;0.25
E-3.G3.G4;0.25 G#3.B-3;0.25 F3.G3;0.25 B-3.E-4;0.25 G3.G#3;0.25 B-3;0.25 F3.G#3.B-3;0.25 rest;0.25
E-3.F4;0.25 A3.C4;0.25 G3.B-3.C4;0.25 rest;0.25 F3.A3;0.25 C4;0.25 G3.A3.B-3;0.25 C4;0.25
E-3.C4.F4;0.25 A3;0.25 G3.B-3.C4;0.25 rest;0.25 F3.A3.C4;0.25 G3.A3;0.25 B-3.C4;0.25 A3;0.25
D3.D4.F4;0.25 F3;0.25 E-3.F3.C4;0.25 D4;0.25 G#3.B3.D4;0.25 F3;0.25 E-3.F3.C4;0.25 D4;0.25
D3.F3.F4;0.25 C4.D4;0.25 E-3;0.25 F3.G#3.D4;0.25 B3;0.25 F3.C4.D4;0.25 E-3.F3;0.25 D4;0.25
C3.F3.F4;0.25 C4.D4;0.25 E3;0.25 F3.B3.D4;0.25 G#3;0.25 F3.D4;0.25 E3.C4.D4;0.25 rest;0.25
C3.D4.F4;0.25 rest;0.25 E3.C4.D4;0.25 F3.G#3;0.25 B3;0.25 E3.C4.D4;0.25 rest;0.25 F3.D4;0.25
C3.C4.E-4;0.25 E-3;0.25 D3.B3;0.25 E-3.C4;0.25 F3.G3.C4;0.25 D3.E-3;0.25 B3;0.25 E-3.C4;0.25
B-2.E-4;0.25 D3.E-3.C4;0.25 B3.C4;0.25 E-3.F3;0.25 G3;0.25 D3.B3.C4;0.25 rest;0.25 E-3.C4;0.25
G#2.F3;0.25 B2.D4.E-4;0.25 rest;0.25 C3.E-4;0.25 C3.E-4.F4;0.25 rest;0.25 B2.C3.D4;0.25 E-4;0.25
G#2.C3.F3;0.25 E-4;0.25 B2.D4.E-4;0.25 C3;0.25 C3.E-4.F4;0.25 rest;0.25 B2.D4.E-4;0.25 C3;0.25
A2.F#3.C4;0.25 E-3;0.25 D3.B3;0.25 C3.C4.E-4;0.25 rest;0.25 D3.B3.C4;0.25 rest;0.25 E-3.C4;0.25
A2.F#3;0.25 D3.E-3.C4;0.25 B3.C4;0.25 E-3;0.25 C3.E-3.E-4;0.25 B3.C4;0.25 D3.E-3;0.25 C4;0.25
G2.C4.E-4;0.25 D3.E-3;0.25 B3.C4;0.25 E-3;0.25 E-3.F3.G3;0.25 B3.C4;0.25 D3;0.25 E-3.C4;0.25
G2.E-4;0.25 D3.E-3.C4;0.25 B3.C4;0.25 E-3;0.25 E-3.F3.G3;0.25 B3.C4;0.25 D3.E-3;0.25 C4;0.25
G2.C4.F#4;0.25 D3.E-3;0.25 B3;0.25 E-3.A3.C4;0.25 C3.E-3;0.25 C4;0.25 D3.B3.C4;0.25 E-3;0.25
G2.C4.F#4;0.25 D3.E-3;0.25 B3;0.25 E-3.A3.C4;0.25 C3.E-3;0.25 C4;0.25 D3.B3.C4;0.25 E-3;0.25
G2.G4;0.25 E-3.B3.C4;0.25 D3.E-3;0.25 C4.D4;0.25 E-3.F3;0.25 C4;0.25 D3.B3.C4;0.25 rest;0.25
G2.G4;0.25 D3.E-3.C4;0.25 B3;0.25 E-3.C4;0.25 F3.C4.D4;0.25 E-3;0.25 D3.B3;0.25 E-3.C4;0.25
G2.C4.G#4;0.25 rest;0.25 D3.B3.C4;0.25 rest;0.25 F3.C4.D4;0.25 E-3;0.25 D3.B3.C4;0.25 E-3;0.25
G2.G#4;0.25 D3.B3.C4;0.25 rest;0.25 E-3.C4.D4;0.25 rest;0.25 E-3.B3.C4;0.25 D3.E-3;0.25 C4;0.25
G2;0.25 B2;0.25 D3;0.25 F3;0.25 G#3;0.25 F3;0.25 E3;0.25 F3;0.25
B3;0.25 F3;0.25 D4;0.25 B3;0.25 G#3;0.25 F3;0.25 E3;0.25 F3;0.25
G2;0.25 C3;0.25 E-3;0.25 G3;0.25 C4;0.25 G3;0.25 F#3;0.25 G3;0.25
E-4;0.25 C4;0.25 G4;0.25 E-4;0.25 C4;0.25 G#3;0.25 G3;0.25 G#3;0.25
G2;0.25 A2;0.25 F#3;0.25 C4;0.25 E-4;0.25 C4;0.25 B3;0.25 C4;0.25
F#4;0.25 C4;0.25 A4;0.25 F#4;0.25 E-4;0.25 C4;0.25 B3;0.25 C4;0.25
G2;0.25 D5;0.25 C5;0.25 D5;0.25 E-5;0.25 C5;0.25 B4;0.25 C5;0.25
A4;0.25 C5;0.25 B4;0.25 C5;0.25 D5;0.25 B4;0.25 A4;0.25 B4;0.25
G4;0.25 D4.B4;0.25 C4.A4;0.25 D4.B4;0.25 E-4.C5;0.25 C4.A4;0.25 B3.G4;0.25 C4.A4;0.25
A3.F#4;0.25 C4.A4;0.25 B3.G4;0.25 C4.A4;0.25 D4.B4;0.25 B3.G4;0.25 A3.F#4;0.25 B3.G4;0.25
G3.D4;0.25 B3.G5;0.25 A3.F5;0.25 B3.G5;0.25 C4.G#5;0.25 G#3.F5;0.25 G3.E-5;0.25 G#3.F5;0.25
F3.D5;0.25 A3.F5;0.25 G3.E-5;0.25 A3.F5;0.25 B3.G5;0.25 G3.E-5;0.25 F3.D5;0.25 G3.E-5;0.25
E-3.C5;0.25 G4.E-5;0.25 F4.D5;0.25 G4.E-5;0.25 G#4.F5;0.25 F4.D5;0.25 E-4.C5;0.25 F4.D5;0.25
D4.B4;0.25 F4.D5;0.25 E-4.C5;0.25 F4.D5;0.25 G4.E-5;0.25 E-4.C5;0.25 D4.B4;0.25 E-4.C5;0.25
C4.G4;0.25 E-4.C5;0.25 D4.B4;0.25 E-4.C5;0.25 F4.G#4;0.25 D4.F5;0.25 C4.E-5;0.25 D4.F5;0.25
E-4.G4;0.25 C4.E-5;0.25 B3.D5;0.25 C4.E-5;0.25 D4.F4;0.25 B3.D5;0.25 A3.C5;0.25 B3.D5;0.25
C4.E-4;0.25 E-4.C5;0.25 D4.B4;0.25 E-4.C5;0.25 F3.G#4;0.25 D4.F4;0.25 C4.E-4;0.25 D4.F4;0.25
E-3.G4;0.25 C4.E-4;0.25 B3.D4;0.25 C4.E-4;0.25 D3.F4;0.25 B3.D4;0.25 A3.C4;0.25 B3.D4;0.25
C3.C4.E4;0.333333 rest;0.333333 C4.D4;0.0833333 E4.F4.G4;0.166667 rest;0.0833333 G#4.B-4.C5;0.25 rest;0.0833333 G4.G#4;0.166667
F4;0.0833333 rest;0.166667 E4.G4;0.25 C3.E4.F4;0.25 F4;0.416667 G4;0.0833333 E4;0.166667 rest;0.0833333
G4.G#4;0.25 rest;0.0833333 E-4.F4.G4;0.25 rest;0.0833333 D4.E-4.F4;0.25 rest;0.0833333 B3;0.25 C2;0.25
B2;0.25 D3;0.25 F3;0.25 G#3;0.25 G3;0.25 F3;0.25 B3;0.25 F3;0.25
D4;0.25 F3;0.25 B3;0.25 G#3;0.25 G3;0.25 F3;0.25 E3;0.25 C#4;0.25
B-3;0.25 G3;0.25 C4;0.25 G#3;0.25 F3;0.25 G#3;0.25 G3;0.25 B-3;0.25
G3;0.25 E3;0.25 G#3;0.25 F3;0.25 D3;0.25 F3;0.25 E3;0.25 G3;0.25
E3;0.25 C3;0.25 F3;0.25 D3;0.25 B2;0.25 D3;0.25 C2;0.25 G2;0.25
C3;0.25 D3;0.25 E3;0.25 G3;0.25 B-3;0.25 G3;0.25 G#3;0.25 C4;0.25
F4;0.25 D4;0.25 F4;0.25 G#4;0.25 C5;0.25 B4;0.25 C5;0.25 G4;0.25
F4;0.25 D4;0.25 E4;0.75 rest;0.25 rest;0.5 C5;0.25 B4;0.25 C5;0.25
rest;0.25 G4;0.5 G#4;0.25 rest;0.25 C5;0.25 B4;0.25 C5;0.25 rest;0.25
D5;0.5 G4;0.25 rest;0.25 C5;0.25 B4;0.25 C5;0.25 rest;0.25 D5;0.25
rest;0.25 F4;0.25 G4;0.25 G#4;1 G4;0.25 F4;0.25 E-4;0.25 C5;0.25
B4.G5;0.25 G#4.F#5;0.25 G4.G5;0.25 F4;0.25 E-4.C5;0.25 D4;0.25 C4.E-5;0.25 rest;0.25
E-5.G5;0.25 F#5;0.25 D5.G5;0.25 rest;0.25 C5.A5;0.5 B-4.D5;0.25 rest;0.25 A4.G5;0.25
F#5;0.25 B-4.G5;0.25 rest;0.25 C5.A5;0.5 F#4.C5;0.25 D5;0.25 G4.E-5;0.5 A4;0.5
F#4.D5;0.25 C5;0.25 G4.B-4;0.25 rest;0.25 E-5;0.25 D5;0.25 E-5;0.25 C4;0.25
D4.G4;0.25 E-4;0.25 F4.G#4;0.25 G4;0.25 G#4.F5;0.25 E-5;0.25 F5;0.25 D4;0.25
E-4.A4;0.25 F4;0.25 G4.B-4;0.25 A4;0.25 B-4.G5;0.25 F5;0.25 G5;0.25 E-4;0.25
F4.B4;0.25 G4;0.25 G#4.C5;0.25 G4;0.25 F4.D5;0.25 E-4.E-5;0.25 D4.F5;0.25 rest;0.25
C5;0.25 B4;0.25 C5;0.25 rest;0.25 C4.E-5;0.25 B3.D5;0.25 C4.C5;0.25 B-4;0.25
G3.G#4;0.25 G4;0.25 G#3.F4;0.25 rest;0.25 C4.F5.G#5;0.25 B3;0.25 C4.E-5.G5;0.25 rest;0.25
D4.D5.F5;0.5 G3.E-5;0.25 rest;0.25 C4.G#4.D5;0.25 B3;0.25 C4.G4.E-5;0.25 rest;0.25 D4.F4.F5;0.25
rest;0.25 F3.G4.B4;0.25 G3;0.25 G#3.F4.C5;0.25 E-4;0.25 F4.D5;0.25 rest;0.25 G3.D4.B4;0.25
F3;0.25 E-3.G4.C5;0.25 C4;0.25 B3.G5;0.25 A3.F#5;0.25 G3.G5;0.25 F3;0.25 E-3.B4.D5;0.25
D3;0.25 C3.C5.E-5;0.25 D3;0.25 E-3.C5;0.25 D3.B4;0.25 C3.C5;0.25 B-2;0.25 G#2.G4.E5;0.25
G2;0.25 F2.G#4.F5;0.25 B-3;0.25 G#3.F5;0.25 G3.E5;0.25 F3.F5;0.25 E-3;0.25 D3.A4.C5;0.25
C3;0.25 B-2.B-4.D5;0.25 C3;0.25 D3.B-4;0.25 C3.A4;0.25 B-2.B-4;0.25 G#2;0.25 G2.F4.D5;0.25
F2;0.25 E-2.G4.E-5;0.25 G#3;0.25 G3.E-5;0.25 F3.D5;0.25 E-3.E-5;0.25 C#3;0.25 C3.G4.B-4;0.25
B-2;0.25 G#2.G#4.C5;0.25 rest;0.25 C4.G#4.E-5;0.25 D5;0.25 B-3.G4.E-5;0.25 rest;0.25 G#3.F4.F5;0.5
G3.B-4;0.25 rest;0.25 F3.G#3.E-5;0.25 D5;0.25 G3.B-3.E-5;0.5 G#3.C4.F5;0.25 rest;0.0833333 rest;0.166667
D3.G#4;0.25 B-4;0.25 E-3.G#3.C5;0.25 G3;0.25 F3.G#3;0.25 rest;0.25 D3.F3.B-4;0.25 G#4;0.25
E-3.B-3.G4;0.25 E-4;0.25 G#3.C4.F4;0.25 G4;0.25 G3.B-3.G#4;0.25 B-4;0.25 F3.G#3.C5;0.25 D5;0.25
G3.B-3.E-5;0.25 D5;0.25 F3.G3.C5;0.25 D5;0.25 D3.F3.E-5;0.25 F5;0.25 C3.E-3.G5;0.25 A5;0.25
D3.F3.B-5;0.25 F4;0.25 B-3.C#4.G4;0.25 G#4;0.25 G#3.C4.B-4;0.25 C5;0.25 G3.B-3.D5;0.25 E5;0.25
G#3.C4.F5;0.25 E-5;0.25 F3.G#3.D5;0.25 E-5;0.25 E-3.G3.F5;0.25 G5;0.25 D3.F3.A5;0.25 B5;0.25
E-3.G3.C6;0.25 rest;0.25 G4.B5;0.25 F#4.A5;0.25 G4.G5;0.25 F5;0.25 C4.E-5;0.25 D5;0.25
E-4.C5;0.25 rest;0.25 C3.G4.E-5;0.25 F#4;0.25 B-2.G4.D5;0.5 A2.A4.C5;0.5 D4.B-4;0.25 rest;0.25
E-3.G4.A4;0.25 F#4;0.25 D3.G4.B-4;0.5 C3.A4.C5;0.25 rest;0.25 D3.C4.F#4;0.25 D4;0.25 C3.E-4.G4;0.25
B-2;0.25 C3.A4;0.5 D3.D4.F#4;0.25 C4;0.25 G2.B-3.G4;0.25 rest;0.25 B-3.D5;0.25 A3.C5;0.25
B-3.D5;0.25 D4;0.25 D3.E4;0.25 F#4;0.25 E-3.G4;0.25 A4;0.25 C4.B-4.E5;0.25 B3.D5;0.25
C4.E5;0.25 E4;0.25 E3.F4;0.25 G4;0.25 F3.A4;0.25 B-4;0.25 D4.C5.F#5;0.25 C4.E5;0.25
D4.F#5;0.25 F#4;0.25 F#3.G4;0.25 A4;0.25 G3.B-4;0.25 rest;0.25 E-4.G4;0.25 D4.F4;0.25
E-4.G4;0.25 G2;0.25 A2.G3;0.25 B2;0.25 C3.G#3;0.25 D3;0.25 E-3.F4.A4;0.25 E-4.G4;0.25
F4.A4;0.25 A2;0.25 B-2.A3;0.25 C3;0.25 D3.B-3;0.25 E-3;0.25 F3.G4.B4;0.25 F4.A4;0.25
G4.B4;0.25 B2;0.25 C3.B3;0.25 D3;0.25 E-3.C4;0.25 F4;0.25 E-4.C5;0.25 D4.B4;0.25
C4.C5;0.25 B-3;0.25 E3.G#3.G4;0.25 G3;0.25 F3.G#3.G#4;0.25 rest;0.25 F2.G#4.C5;0.25 B4;0.25
E-2.G4.C5;0.25 rest;0.25 D2.F4.D5;0.5 E-4.G4;0.25 rest;0.25 G#2.D4.C5;0.25 B4;0.25 G2.E-4.C5;0.25
rest;0.25 F2.F4.D5;0.25 rest;0.25 G2.B3.F4;0.25 G4;0.25 F2.C4.G#4;0.25 E-2;0.25 F2.D4;0.25
rest;0.25 G2.B3.G4;0.25 F4;0.25 C3.C4.E-4;0.25 D3;0.25 E-3.C5;0.25 D3.B4;0.25 C3.C5;0.25
B-2;0.25 G#2.E4.G4;0.25 G2;0.25 F2.F4.G#4;0.25 B-3;0.25 G#3.F4;0.25 G3.E4;0.25 F3.F4;0.25
E-3;0.25 D3.C4.A4;0.25 C3;0.25 B-2.D4.B-4;0.25 C3;0.25 D3.B-4;0.25 C3.A4;0.25 B-2.B-4;0.25
G#2;0.25 G2.D4.F4;0.25 F2;0.25 E-2.E-4.G4;0.25 G#3;0.25 G3.E-4;0.25 F3.D4;0.25 E-3.E-4;0.25
D3;0.25 C3.B-3.G4;0.25 B-2;0.25 G#2.C4;0.25 B-2;0.25 C3.G#4;0.25 B-2.B-4;0.25 G#2.C5;0.25
G2.B4;0.25 F2.C5;0.25 E-2.G#4;0.25 D2.F4;0.25 G3;0.25 F3.D4;0.25 E-3.E-4;0.25 D3;0.25
C3.E-4;0.25 B2;0.25 A2.D4;0.25 G2.B3;0.25 rest;0.25 D5;0.25 C5;0.25 D5;0.25
rest;0.25 B3.F4;0.5 C4.E-4;0.25 G2;0.25 A2.E-5;0.25 B2.D5;0.25 C3.E-5;0.25 D3;0.25
E-3.E-4.G4;0.25 F3;0.25 G3.D4.F4;0.25 F3;0.25 G#3.F5;0.25 G3.E-5;0.25 F3.F5;0.25 E-3;0.25
D3.F4.G#4;0.25 C3;0.25 B2.G4;0.25 F5;0.25 C3.E-5;0.25 B2.D5;0.25 C3.C5;0.25 B4;0.25
G2.F4.A4;0.25 G4;0.25 G#2.E-4.C5;0.25 rest;0.25 C3.G#4.F5;0.25 B2;0.25 C3.G4.E-5;0.25 rest;0.25
D3.F4.D5;0.5 G2.E-4;0.25 rest;0.25 C3.D4.G#4;0.25 B2;0.25 C3.E-4.G4;0.25 rest;0.25 D3.F4;0.25
rest;0.25 F2.B3.G4;0.25 G2;0.25 G#2.C4.F4;0.25 E-4;0.25 D4.F4;0.25 rest;0.25 G2.B3.D4;0.25
F2;0.25 E-2.B3.G#4;0.5 C4.G4;0.5 rest;0.5 E-3.C4.A4;0.5 D3.F4.B4;0.25 D4;0.25 C3.E-4.C5;0.25
C4;0.25 G3.F4;0.25 G3.C4.E-4;0.25 G2.B3.D4;0.166667 rest;0.0833333 C4;0.25 C2.C3.C4;0.5 C5;0.25
B4;0.25 C5;0.25 rest;0.25 E4.G4;0.5 F4.G#4;0.25 rest;0.25 C5;0.25 B4;0.25
C5;0.5 F4.B4.D5;0.5 F4.G4;0.25 rest;0.25 E-4.C5;0.25 D4.B4;0.25 E-4.C5;0.5 F4.G#4.D5;0.5
B3.D4.F4;0.25 G4;0.25 G#4;0.5 B3.D4;0.5 G4;0.25 F4;0.25 G3.C4.E4;2 D3;0.25
D5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 D4.A4;0.25 F#5;0.0833333 rest;0.166667 E5;0.25
D5;0.25 F#3.A5;0.25 D5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 D4.A4;0.25 F#5;0.0833333
rest;0.166667 E5;0.25 D5;0.25 E3.G5;0.25 E5;0.0833333 rest;0.166667 F#5;0.25 G5;0.25
D4.B4;0.25 D5;0.0833333 rest;0.166667 C#5;0.25 B4;0.25 A3.C#5;0.25 E5;0.0833333 rest;0.166667
F#5;0.25 G5;0.25 C#4.A4;0.25 G5;0.0833333 rest;0.166667 F#5;0.25 E5;0.25 D3.F#5;0.25
D5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 D4.A4;0.25 C#5;0.0833333 rest;0.166667 B4;0.25
A4;0.25 D3.B4;0.25 D5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 D4.B4;0.25 A5;0.0833333
rest;0.166667 G#5;0.25 F#5;0.25 D3.G#5;0.25 E5;0.0833333 rest;0.166667 F#5;0.25 G#5;0.25
G#3.B4;0.25 D5;0.0833333 rest;0.166667 C#5;0.25 B4;0.25 C#3.A4;0.25 C#5;0.0833333 rest;0.166667
D5;0.25 E5;0.25 A3.F#4;0.25 E5;0.0833333 rest;0.166667 D5;0.25 C#5;0.25 B2.D5;0.25
B4;0.0833333 rest;0.166667 C#5;0.25 D5;0.25 A3.F#4;0.25 A4;0.0833333 rest;0.166667 G#4;0.25
F#4;0.25 E3.G#4;0.25 B4;0.0833333 rest;0.166667 C#5;0.25 D5;0.25 G#3.E4;0.25 D5;0.0833333
rest;0.166667 C#5;0.25 B4;0.25 A2.C#5;0.25 A4;0.0833333 rest;0.166667 B4;0.25 C#5;0.25
A3.E4;0.25 G4;0.0833333 rest;0.166667 F#4;0.25 E4;0.25 A2.F#4;0.25 A4;0.0833333 rest;0.166667
B4;0.25 C#5;0.25 A3.F#4;0.25 E5;0.0833333 rest;0.166667 E-5;0.25 C#5;0.25 A2.E-5;0.25
B4;0.0833333 rest;0.166667 C#5;0.25 E-5;0.25 E-3.F#4;0.25 A4;0.0833333 rest;0.166667 G4;0.25
F#4;0.25 G2.E4;0.25 G4;0.0833333 rest;0.166667 A4;0.25 B4;0.25 E3.C#4;0.25 D5;0.0833333
rest;0.166667 C#5;0.25 B4;0.25 F#2.B-4;0.25 E4;0.0833333 rest;0.166667 F#4;0.25 G4;0.25
F#3.C#4;0.25 G4;0.0833333 rest;0.166667 F#4;0.25 E4;0.25 F#2.D4;0.25 B4;0.0833333 rest;0.166667
C#5;0.25 D5;0.25 F#3.F#4;0.25 A4;0.0833333 rest;0.166667 G#4;0.25 F#4;0.25 F#2.F4;0.25
G#4;0.0833333 rest;0.166667 A4;0.25 B4;0.25 F#3.F4;0.25 D5;0.0833333 rest;0.166667 C#5;0.25
B4;0.25 F#2.G#5;0.25 F5;0.0833333 rest;0.166667 F#5;0.25 G#5;0.25 F#3.C#5;0.25 B5;0.0833333
rest;0.166667 A5;0.25 G#5;0.25 F#2.A5;0.25 F#5;0.0833333 rest;0.166667 G#5;0.25 A5;0.25
F#3.C#5;0.25 E5;0.0833333 rest;0.166667 E-5;0.25 C#5;0.25 B2.E-5;0.25 F#5;0.0833333 rest;0.166667
G5;0.25 A5;0.25 E-3.B4;0.25 A5;0.0833333 rest;0.166667 G5;0.25 F#5;0.25 E2.G5;0.25
E5;0.0833333 rest;0.166667 F#5;0.25 G5;0.25 E3.B4;0.25 D5;0.0833333 rest;0.166667 C5;0.25
B4;0.25 E2.C5;0.25 E-5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 E-3.A4;0.25 C5;0.0833333
rest;0.166667 B4;0.25 A4;0.25 E2.G4;0.25 E5;0.0833333 rest;0.166667 F#5;0.25 G5;0.25
E3.B4;0.25 D5;0.0833333 rest;0.166667 C#5;0.25 B4;0.25 A2.C#5;0.25 E5;0.0833333 rest;0.166667
F#5;0.25 G5;0.25 C#3.A4;0.25 G5;0.0833333 rest;0.166667 F#5;0.25 E5;0.25 D2.F#5;0.25
D5;0.0833333 rest;0.166667 E5;0.25 F#5;0.25 D3.A4;0.25 C5;0.0833333 rest;0.166667 B4;0.25
A4;0.25 D2.B4;0.25 G4;0.0833333 rest;0.166667 A4;0.25 B4;0.25 D3.C#4;0.25 B4;0.0833333
rest;0.166667 A4;0.25 G4;0.25 D2.F#4;0.25 D4;0.0833333 rest;0.166667 E4;0.25 F#4;0.25
D3.A3;0.25 C4;0.0833333 rest;0.166667 B3;0.25 A3;0.25 D2.B3;0.25 D4;0.0833333 rest;0.166667
E4;0.25 F#4;0.25 D3.B3;0.25 A4;0.0833333 rest;0.166667 G#4;0.25 F#4;0.25 D2.G#4;0.25
E4;0.0833333 rest;0.166667 F#4;0.25 G#4;0.25 G#3.B3;0.25 D4;0.0833333 rest;0.166667 C4;0.25
B3;0.25 C3.A3;0.25 C4;0.0833333 rest;0.166667 D4;0.25 E4;0.25 F#3.A3;0.25 G4;0.0833333
rest;0.166667 F#4;0.25 E4;0.25 B2.E-4;0.25 A3;0.0833333 rest;0.166667 B3;0.25 C4;0.25
E-3.A3;0.25 C4;0.0833333 rest;0.166667 B3;0.25 A3;0.25 E3.G3;0.25 E4;0.0833333 rest;0.166667
F#4;0.25 G4;0.25 G3.B3;0.25 D4;0.0833333 rest;0.166667 C#4;0.25 B3;0.25 B2.B-3;0.25
C#4;0.0833333 rest;0.166667 D4;0.25 E4;0.25 E3.B-3;0.25 G4;0.0833333 rest;0.166667 F#4;0.25
E4;0.25 G3.C#5;0.25 B-4;0.0833333 rest;0.166667 B4;0.25 C#5;0.25 B-3.F#4;0.25 E5;0.0833333
rest;0.166667 D5;0.25 C#5;0.25 B2.D5;0.25 B4;0.0833333 rest;0.166667 C#5;0.25 D5;0.25
B3.F#4;0.25 A4;0.0833333 rest;0.166667 G#4;0.25 F#4;0.25 E3.G#4;0.25 B4;0.0833333 rest;0.166667
C5;0.25 D5;0.25 G#3.E4;0.25 D5;0.0833333 rest;0.166667 C5;0.25 B4;0.25 A2.C5;0.25
A4;0.0833333 rest;0.166667 B4;0.25 C5;0.25 A3.E4;0.25 G4;0.0833333 rest;0.166667 F#4;0.25
E4;0.25 D3.F#4;0.25 A4;0.0833333 rest;0.166667 B4;0.25 C5;0.25 F#3.D4;0.25 C5;0.0833333
rest;0.166667 B4;0.25 A4;0.25 G2.B4;0.25 G4;0.0833333 rest;0.166667 A4;0.25 B4;0.25
G3.D4;0.25 B4;0.0833333 rest;0.166667 A4;0.25 G4;0.25 B2.D5;0.25 G4;0.0833333 rest;0.166667
A4;0.25 B4;0.25 G3.D4;0.25 B4;0.0833333 rest;0.166667 A4;0.25 G4;0.25 A2.C5;0.25
